transcript_id	gene_id	filepath
ENST00000626994.1	ENSG00000280594.4	chr21/ENST00000626994.1_predictions.tsv
ENST00000416641.2	ENSG00000226956.2	chr21/ENST00000416641.2_predictions.tsv
ENST00000624164.1	ENSG00000279648.1	chr21/ENST00000624164.1_predictions.tsv
ENST00000430401.5	ENSG00000240770.6	chr21/ENST00000430401.5_predictions.tsv
ENST00000428689.5	ENSG00000244676.6	chr21/ENST00000428689.5_predictions.tsv
ENST00000447175.1	ENSG00000231755.1	chr21/ENST00000447175.1_predictions.tsv
ENST00000432412.1	ENSG00000227330.1	chr21/ENST00000432412.1_predictions.tsv
ENST00000455391.1	ENSG00000228708.1	chr21/ENST00000455391.1_predictions.tsv
ENST00000437492.6	ENSG00000224141.6	chr21/ENST00000437492.6_predictions.tsv
ENST00000416002.1	ENSG00000230233.1	chr21/ENST00000416002.1_predictions.tsv
ENST00000623771.1	ENSG00000279156.1	chr21/ENST00000623771.1_predictions.tsv
ENST00000440372.1	ENSG00000232193.1	chr21/ENST00000440372.1_predictions.tsv
ENST00000449840.1	ENSG00000226204.1	chr21/ENST00000449840.1_predictions.tsv
ENST00000450653.2	ENSG00000235965.2	chr21/ENST00000450653.2_predictions.tsv
ENST00000424219.1	ENSG00000229289.1	chr21/ENST00000424219.1_predictions.tsv
ENST00000433210.1	ENSG00000231620.1	chr21/ENST00000433210.1_predictions.tsv
ENST00000443479.2	ENSG00000233480.3	chr21/ENST00000443479.2_predictions.tsv
ENST00000436373.1	ENSG00000233236.2	chr21/ENST00000436373.1_predictions.tsv
ENST00000416768.6	ENSG00000224924.10	chr21/ENST00000416768.6_predictions.tsv
ENST00000425058.1	ENSG00000226771.1	chr21/ENST00000425058.1_predictions.tsv
ENST00000428205.1	ENSG00000234730.1	chr21/ENST00000428205.1_predictions.tsv
ENST00000416182.1	ENSG00000237527.1	chr21/ENST00000416182.1_predictions.tsv
ENST00000419069.1	ENSG00000238265.1	chr21/ENST00000419069.1_predictions.tsv
ENST00000430060.1	ENSG00000233997.6	chr21/ENST00000430060.1_predictions.tsv
ENST00000452500.1	ENSG00000227075.1	chr21/ENST00000452500.1_predictions.tsv
ENST00000420255.1	ENSG00000233215.7	chr21/ENST00000420255.1_predictions.tsv
ENST00000419431.2	ENSG00000184856.7	chr21/ENST00000419431.2_predictions.tsv
ENST00000444130.1	ENSG00000226043.3	chr21/ENST00000444130.1_predictions.tsv
ENST00000441759.1	ENSG00000234034.1	chr21/ENST00000441759.1_predictions.tsv
ENST00000421604.1	ENSG00000230972.1	chr21/ENST00000421604.1_predictions.tsv
ENST00000262354.6	ENSG00000228592.3	chr21/ENST00000262354.6_predictions.tsv
ENST00000433101.1	ENSG00000227716.2	chr21/ENST00000433101.1_predictions.tsv
ENST00000441465.1	ENSG00000231986.1	chr21/ENST00000441465.1_predictions.tsv
ENST00000447405.2	ENSG00000235564.2	chr21/ENST00000447405.2_predictions.tsv
ENST00000434859.1	ENSG00000226996.5	chr21/ENST00000434859.1_predictions.tsv
ENST00000448063.1	ENSG00000224018.2	chr21/ENST00000448063.1_predictions.tsv
ENST00000416218.1	ENSG00000224832.2	chr21/ENST00000416218.1_predictions.tsv
ENST00000453784.2	ENSG00000237484.8	chr21/ENST00000453784.2_predictions.tsv
ENST00000441009.1	ENSG00000226983.4	chr21/ENST00000441009.1_predictions.tsv
ENST00000446404.1	ENSG00000227090.1	chr21/ENST00000446404.1_predictions.tsv
ENST00000444178.1	ENSG00000230379.5	chr21/ENST00000444178.1_predictions.tsv
ENST00000424017.1	ENSG00000244278.1	chr21/ENST00000424017.1_predictions.tsv
ENST00000453802.5	ENSG00000232512.6	chr21/ENST00000453802.5_predictions.tsv
ENST00000426609.1	ENSG00000223870.1	chr21/ENST00000426609.1_predictions.tsv
ENST00000409758.1	ENSG00000222042.3	chr21/ENST00000409758.1_predictions.tsv
ENST00000624405.1	ENSG00000279534.1	chr21/ENST00000624405.1_predictions.tsv
ENST00000441013.5	ENSG00000185433.12	chr21/ENST00000441013.5_predictions.tsv
ENST00000419694.2	ENSG00000229962.3	chr21/ENST00000419694.2_predictions.tsv
ENST00000456917.2	ENSG00000234883.8	chr21/ENST00000456917.2_predictions.tsv
ENST00000567517.1	ENSG00000260583.1	chr21/ENST00000567517.1_predictions.tsv
ENST00000456904.3	ENSG00000233783.9	chr21/ENST00000456904.3_predictions.tsv
ENST00000455275.1	ENSG00000224541.1	chr21/ENST00000455275.1_predictions.tsv
ENST00000608591.5	ENSG00000273492.7	chr21/ENST00000608591.5_predictions.tsv
ENST00000435878.1	ENSG00000229025.1	chr21/ENST00000435878.1_predictions.tsv
ENST00000357401.3	ENSG00000197934.9	chr21/ENST00000357401.3_predictions.tsv
ENST00000608410.1	ENSG00000273115.1	chr21/ENST00000608410.1_predictions.tsv
ENST00000426771.1	ENSG00000223563.1	chr21/ENST00000426771.1_predictions.tsv
ENST00000420186.2	ENSG00000231236.3	chr21/ENST00000420186.2_predictions.tsv
ENST00000447384.1	ENSG00000236332.3	chr21/ENST00000447384.1_predictions.tsv
ENST00000426418.2	ENSG00000234052.3	chr21/ENST00000426418.2_predictions.tsv
ENST00000411460.6	ENSG00000225298.6	chr21/ENST00000411460.6_predictions.tsv
ENST00000324988.4	ENSG00000178457.4	chr21/ENST00000324988.4_predictions.tsv
ENST00000426534.2	ENSG00000232079.8	chr21/ENST00000426534.2_predictions.tsv
ENST00000453420.5	ENSG00000236532.7	chr21/ENST00000453420.5_predictions.tsv
ENST00000433310.6	ENSG00000232855.8	chr21/ENST00000433310.6_predictions.tsv
ENST00000412526.5	ENSG00000226935.7	chr21/ENST00000412526.5_predictions.tsv
ENST00000608809.1	ENSG00000273254.1	chr21/ENST00000608809.1_predictions.tsv
ENST00000457162.2	ENSG00000231125.2	chr21/ENST00000457162.2_predictions.tsv
ENST00000430001.1	ENSG00000224649.2	chr21/ENST00000430001.1_predictions.tsv
ENST00000420364.1	ENSG00000215533.9	chr21/ENST00000420364.1_predictions.tsv
ENST00000504298.1	ENSG00000248476.1	chr21/ENST00000504298.1_predictions.tsv
ENST00000609910.1	ENSG00000273017.1	chr21/ENST00000609910.1_predictions.tsv
ENST00000449923.1	ENSG00000232118.2	chr21/ENST00000449923.1_predictions.tsv
ENST00000436529.2	ENSG00000228817.4	chr21/ENST00000436529.2_predictions.tsv
ENST00000429843.1	ENSG00000234293.1	chr21/ENST00000429843.1_predictions.tsv
ENST00000608759.1	ENSG00000273464.1	chr21/ENST00000608759.1_predictions.tsv
ENST00000309331.8	ENSG00000174680.10	chr21/ENST00000309331.8_predictions.tsv
ENST00000565564.1	ENSG00000259981.1	chr21/ENST00000565564.1_predictions.tsv
ENST00000451410.1	ENSG00000227342.1	chr21/ENST00000451410.1_predictions.tsv
ENST00000433071.2	ENSG00000237594.2	chr21/ENST00000433071.2_predictions.tsv
ENST00000449339.1	ENSG00000234509.2	chr21/ENST00000449339.1_predictions.tsv
ENST00000609934.1	ENSG00000273271.1	chr21/ENST00000609934.1_predictions.tsv
ENST00000610276.1	ENSG00000273091.1	chr21/ENST00000610276.1_predictions.tsv
ENST00000437109.1	ENSG00000237138.1	chr21/ENST00000437109.1_predictions.tsv
ENST00000414877.1	ENSG00000230323.7	chr21/ENST00000414877.1_predictions.tsv
ENST00000565959.1	ENSG00000261610.1	chr21/ENST00000565959.1_predictions.tsv
ENST00000453549.1	ENSG00000227256.2	chr21/ENST00000453549.1_predictions.tsv
ENST00000450936.1	ENSG00000232623.2	chr21/ENST00000450936.1_predictions.tsv
ENST00000534991.5	ENSG00000256073.5	chr21/ENST00000534991.5_predictions.tsv
ENST00000458479.1	ENSG00000238197.9	chr21/ENST00000458479.1_predictions.tsv
ENST00000382375.8	ENSG00000205930.12	chr21/ENST00000382375.8_predictions.tsv
ENST00000624800.1	ENSG00000279690.1	chr21/ENST00000624800.1_predictions.tsv
ENST00000427911.2	ENSG00000232360.2	chr21/ENST00000427911.2_predictions.tsv
ENST00000454622.2	ENSG00000227757.4	chr21/ENST00000454622.2_predictions.tsv
ENST00000424837.2	ENSG00000228961.2	chr21/ENST00000424837.2_predictions.tsv
ENST00000453716.1	ENSG00000232539.2	chr21/ENST00000453716.1_predictions.tsv
ENST00000421051.3	ENSG00000226527.3	chr21/ENST00000421051.3_predictions.tsv
ENST00000450830.2	ENSG00000226433.3	chr21/ENST00000450830.2_predictions.tsv
ENST00000451980.5	ENSG00000229086.6	chr21/ENST00000451980.5_predictions.tsv
ENST00000411998.4	ENSG00000223799.4	chr21/ENST00000411998.4_predictions.tsv
ENST00000450928.1	ENSG00000231355.2	chr21/ENST00000450928.1_predictions.tsv
ENST00000427447.6	ENSG00000237945.10	chr21/ENST00000427447.6_predictions.tsv
ENST00000607953.3	ENSG00000273102.3	chr21/ENST00000607953.3_predictions.tsv
ENST00000428914.2	ENSG00000227456.10	chr21/ENST00000428914.2_predictions.tsv
ENST00000440403.2	ENSG00000225555.3	chr21/ENST00000440403.2_predictions.tsv
ENST00000608665.1	ENSG00000273104.1	chr21/ENST00000608665.1_predictions.tsv
ENST00000608289.1	ENSG00000272958.1	chr21/ENST00000608289.1_predictions.tsv
ENST00000430635.2	ENSG00000230978.3	chr21/ENST00000430635.2_predictions.tsv
ENST00000420877.3	ENSG00000234380.4	chr21/ENST00000420877.3_predictions.tsv
ENST00000455028.1	ENSG00000234703.1	chr21/ENST00000455028.1_predictions.tsv
ENST00000412240.2	ENSG00000230794.2	chr21/ENST00000412240.2_predictions.tsv
ENST00000457157.4	ENSG00000231106.4	chr21/ENST00000457157.4_predictions.tsv
ENST00000436303.1	ENSG00000236677.2	chr21/ENST00000436303.1_predictions.tsv
ENST00000415147.1	ENSG00000230212.7	chr21/ENST00000415147.1_predictions.tsv
ENST00000445464.1	ENSG00000236119.1	chr21/ENST00000445464.1_predictions.tsv
ENST00000422473.2	ENSG00000233393.3	chr21/ENST00000422473.2_predictions.tsv
ENST00000453159.7	ENSG00000236830.9	chr21/ENST00000453159.7_predictions.tsv
ENST00000608391.1	ENSG00000273199.1	chr21/ENST00000608391.1_predictions.tsv
ENST00000397184.2	ENSG00000228107.1	chr21/ENST00000397184.2_predictions.tsv
ENST00000429588.1	ENSG00000230479.2	chr21/ENST00000429588.1_predictions.tsv
ENST00000624669.1	ENSG00000279365.1	chr21/ENST00000624669.1_predictions.tsv
ENST00000457669.1	ENSG00000231324.2	chr21/ENST00000457669.1_predictions.tsv
ENST00000430607.1	ENSG00000224269.1	chr21/ENST00000430607.1_predictions.tsv
ENST00000434195.1	ENSG00000237646.1	chr21/ENST00000434195.1_predictions.tsv
ENST00000430068.1	ENSG00000224790.4	chr21/ENST00000430068.1_predictions.tsv
ENST00000602568.1	ENSG00000270116.1	chr21/ENST00000602568.1_predictions.tsv
ENST00000424733.1	ENSG00000228677.1	chr21/ENST00000424733.1_predictions.tsv
ENST00000454482.2	ENSG00000230366.11	chr21/ENST00000454482.2_predictions.tsv
ENST00000440629.2	ENSG00000242553.3	chr21/ENST00000440629.2_predictions.tsv
ENST00000608783.1	ENSG00000273210.1	chr21/ENST00000608783.1_predictions.tsv
ENST00000417138.1	ENSG00000223608.1	chr21/ENST00000417138.1_predictions.tsv
ENST00000432141.1	ENSG00000233316.4	chr21/ENST00000432141.1_predictions.tsv
ENST00000444977.1	ENSG00000226012.1	chr21/ENST00000444977.1_predictions.tsv
ENST00000436845.1	ENSG00000231231.5	chr21/ENST00000436845.1_predictions.tsv
ENST00000448579.5	ENSG00000223806.9	chr21/ENST00000448579.5_predictions.tsv
ENST00000416842.1	ENSG00000229986.1	chr21/ENST00000416842.1_predictions.tsv
ENST00000380931.6	ENSG00000205622.14	chr21/ENST00000380931.6_predictions.tsv
ENST00000434589.1	ENSG00000229925.2	chr21/ENST00000434589.1_predictions.tsv
ENST00000433952.1	ENSG00000232837.1	chr21/ENST00000433952.1_predictions.tsv
ENST00000417335.3	ENSG00000235888.6	chr21/ENST00000417335.3_predictions.tsv
ENST00000440714.1	ENSG00000237609.1	chr21/ENST00000440714.1_predictions.tsv
ENST00000608767.1	ENSG00000272991.1	chr21/ENST00000608767.1_predictions.tsv
ENST00000435608.1	ENSG00000237373.1	chr21/ENST00000435608.1_predictions.tsv
ENST00000423274.3	ENSG00000238141.3	chr21/ENST00000423274.3_predictions.tsv
ENST00000380612.9	ENSG00000184809.14	chr21/ENST00000380612.9_predictions.tsv
ENST00000416555.1	ENSG00000225330.1	chr21/ENST00000416555.1_predictions.tsv
ENST00000457325.2	ENSG00000231713.3	chr21/ENST00000457325.2_predictions.tsv
ENST00000427451.6	ENSG00000235123.6	chr21/ENST00000427451.6_predictions.tsv
ENST00000440363.1	ENSG00000233756.5	chr21/ENST00000440363.1_predictions.tsv
ENST00000441268.2	ENSG00000226496.4	chr21/ENST00000441268.2_predictions.tsv
ENST00000623119.1	ENSG00000280109.4	chr21/ENST00000623119.1_predictions.tsv
ENST00000433378.1	ENSG00000224388.1	chr21/ENST00000433378.1_predictions.tsv
ENST00000411427.3	ENSG00000228318.3	chr21/ENST00000411427.3_predictions.tsv
ENST00000415820.1	ENSG00000232806.1	chr21/ENST00000415820.1_predictions.tsv
ENST00000418874.2	ENSG00000223400.2	chr21/ENST00000418874.2_predictions.tsv
ENST00000413718.1	ENSG00000227702.1	chr21/ENST00000413718.1_predictions.tsv
ENST00000412102.5	ENSG00000236384.8	chr21/ENST00000412102.5_predictions.tsv
ENST00000432830.2	ENSG00000232401.3	chr21/ENST00000432830.2_predictions.tsv
ENST00000423276.1	ENSG00000236883.1	chr21/ENST00000423276.1_predictions.tsv
ENST00000458654.1	ENSG00000236545.1	chr21/ENST00000458654.1_predictions.tsv
ENST00000432411.1	ENSG00000227698.2	chr21/ENST00000432411.1_predictions.tsv
ENST00000412906.6	ENSG00000237232.10	chr21/ENST00000412906.6_predictions.tsv
ENST00000329015.2	ENSG00000184385.2	chr21/ENST00000329015.2_predictions.tsv
ENST00000455116.1	ENSG00000231867.1	chr21/ENST00000455116.1_predictions.tsv
ENST00000442605.1	ENSG00000235772.1	chr21/ENST00000442605.1_predictions.tsv
ENST00000419628.2	ENSG00000225431.2	chr21/ENST00000419628.2_predictions.tsv
ENST00000424890.1	ENSG00000235023.1	chr21/ENST00000424890.1_predictions.tsv
ENST00000437426.2	ENSG00000225731.2	chr21/ENST00000437426.2_predictions.tsv
ENST00000420273.2	ENSG00000233754.2	chr21/ENST00000420273.2_predictions.tsv
ENST00000431150.1	ENSG00000225218.1	chr21/ENST00000431150.1_predictions.tsv
ENST00000428410.1	ENSG00000224100.1	chr21/ENST00000428410.1_predictions.tsv
ENST00000424933.2	ENSG00000236663.3	chr21/ENST00000424933.2_predictions.tsv
ENST00000433840.1	ENSG00000228120.2	chr21/ENST00000433840.1_predictions.tsv
ENST00000450205.1	ENSG00000237864.1	chr21/ENST00000450205.1_predictions.tsv
ENST00000442815.1	ENSG00000237989.3	chr21/ENST00000442815.1_predictions.tsv
ENST00000435702.2	ENSG00000225637.2	chr21/ENST00000435702.2_predictions.tsv
ENST00000448049.1	ENSG00000188660.6	chr21/ENST00000448049.1_predictions.tsv
ENST00000332440.5	ENSG00000185186.11	chr21/ENST00000332440.5_predictions.tsv
ENST00000436359.2	ENSG00000223975.2	chr21/ENST00000436359.2_predictions.tsv
ENST00000448247.5	ENSG00000215458.9	chr21/ENST00000448247.5_predictions.tsv
ENST00000424921.1	ENSG00000225331.3	chr21/ENST00000424921.1_predictions.tsv
ENST00000411956.1	ENSG00000237604.1	chr21/ENST00000411956.1_predictions.tsv
ENST00000437557.3	ENSG00000232124.4	chr21/ENST00000437557.3_predictions.tsv
ENST00000619053.3	ENSG00000278158.3	chr21/ENST00000619053.3_predictions.tsv
ENST00000620163.1	ENSG00000275799.1	chr21/ENST00000620163.1_predictions.tsv
ENST00000442785.1	ENSG00000232010.1	chr21/ENST00000442785.1_predictions.tsv
ENST00000444409.1	ENSG00000241728.5	chr21/ENST00000444409.1_predictions.tsv
ENST00000448927.1	ENSG00000184441.4	chr21/ENST00000448927.1_predictions.tsv
ENST00000426029.1	ENSG00000232969.2	chr21/ENST00000426029.1_predictions.tsv
ENST00000568332.1	ENSG00000260256.1	chr21/ENST00000568332.1_predictions.tsv
ENST00000423310.2	ENSG00000230061.2	chr21/ENST00000423310.2_predictions.tsv
ENST00000426578.1	ENSG00000229356.2	chr21/ENST00000426578.1_predictions.tsv
ENST00000617205.2	ENSG00000274225.2	chr21/ENST00000617205.2_predictions.tsv
ENST00000449713.3	ENSG00000228709.3	chr21/ENST00000449713.3_predictions.tsv
ENST00000451035.2	ENSG00000235890.3	chr21/ENST00000451035.2_predictions.tsv
ENST00000417820.1	ENSG00000236519.3	chr21/ENST00000417820.1_predictions.tsv
ENST00000441379.5	ENSG00000227039.9	chr21/ENST00000441379.5_predictions.tsv
ENST00000609461.1	ENSG00000273027.1	chr21/ENST00000609461.1_predictions.tsv
ENST00000330551.3	ENSG00000183250.14	chr21/ENST00000330551.3_predictions.tsv
ENST00000609953.1	ENSG00000272825.1	chr21/ENST00000609953.1_predictions.tsv
ENST00000616815.1	ENSG00000276529.1	chr21/ENST00000616815.1_predictions.tsv
ENST00000434081.1	ENSG00000234880.1	chr21/ENST00000434081.1_predictions.tsv
ENST00000569966.1	ENSG00000261706.1	chr21/ENST00000569966.1_predictions.tsv
ENST00000615826.2	ENSG00000275874.2	chr21/ENST00000615826.2_predictions.tsv
ENST00000596207.3	ENSG00000267857.3	chr21/ENST00000596207.3_predictions.tsv
ENST00000328344.2	ENSG00000182586.10	chr21/ENST00000328344.2_predictions.tsv
ENST00000433465.2	ENSG00000223768.5	chr21/ENST00000433465.2_predictions.tsv
ENST00000441947.1	ENSG00000184274.4	chr21/ENST00000441947.1_predictions.tsv
ENST00000445242.1	ENSG00000229382.1	chr21/ENST00000445242.1_predictions.tsv
ENST00000416722.2	ENSG00000237664.2	chr21/ENST00000416722.2_predictions.tsv
ENST00000416468.1	ENSG00000228355.2	chr21/ENST00000416468.1_predictions.tsv
ENST00000617004.2	ENSG00000273796.2	chr21/ENST00000617004.2_predictions.tsv
ENST00000446475.1	ENSG00000224574.1	chr21/ENST00000446475.1_predictions.tsv
ENST00000485206.1	ENSG00000183535.9	chr21/ENST00000485206.1_predictions.tsv
ENST00000424569.2	ENSG00000233922.5	chr21/ENST00000424569.2_predictions.tsv
ENST00000617854.1	ENSG00000275139.1	chr21/ENST00000617854.1_predictions.tsv
ENST00000380008.2	ENSG00000205424.2	chr21/ENST00000380008.2_predictions.tsv
ENST00000618749.1	ENSG00000276633.1	chr21/ENST00000618749.1_predictions.tsv
ENST00000626237.1	ENSG00000280604.1	chr21/ENST00000626237.1_predictions.tsv
ENST00000621707.2	ENSG00000274248.2	chr21/ENST00000621707.2_predictions.tsv
ENST00000451618.1	ENSG00000224413.1	chr21/ENST00000451618.1_predictions.tsv
ENST00000429512.1	ENSG00000228235.1	chr21/ENST00000429512.1_predictions.tsv
ENST00000435738.2	ENSG00000226115.2	chr21/ENST00000435738.2_predictions.tsv
ENST00000454245.1	ENSG00000227438.1	chr21/ENST00000454245.1_predictions.tsv
ENST00000446649.1	ENSG00000237338.1	chr21/ENST00000446649.1_predictions.tsv
ENST00000415026.2	ENSG00000228404.2	chr21/ENST00000415026.2_predictions.tsv
ENST00000418029.2	ENSG00000223901.2	chr21/ENST00000418029.2_predictions.tsv
ENST00000414659.5	ENSG00000215424.11	chr21/ENST00000414659.5_predictions.tsv
ENST00000444966.1	ENSG00000228137.1	chr21/ENST00000444966.1_predictions.tsv
ENST00000447037.1	ENSG00000239415.1	chr21/ENST00000447037.1_predictions.tsv
ENST00000442434.1	ENSG00000223692.1	chr21/ENST00000442434.1_predictions.tsv
ENST00000623391.1	ENSG00000280341.1	chr22/ENST00000623391.1_predictions.tsv
ENST00000623199.1	ENSG00000279442.1	chr22/ENST00000623199.1_predictions.tsv
ENST00000428118.1	ENSG00000230471.2	chr22/ENST00000428118.1_predictions.tsv
ENST00000422014.1	ENSG00000236666.1	chr22/ENST00000422014.1_predictions.tsv
ENST00000438574.1	ENSG00000225255.7	chr22/ENST00000438574.1_predictions.tsv
ENST00000413768.5	ENSG00000206195.12	chr22/ENST00000413768.5_predictions.tsv
ENST00000424770.1	ENSG00000233866.1	chr22/ENST00000424770.1_predictions.tsv
ENST00000609641.1	ENSG00000273362.1	chr22/ENST00000609641.1_predictions.tsv
ENST00000438850.1	ENSG00000267338.1	chr22/ENST00000438850.1_predictions.tsv
ENST00000456726.5	ENSG00000189295.13	chr22/ENST00000456726.5_predictions.tsv
ENST00000423580.2	ENSG00000273244.1	chr22/ENST00000423580.2_predictions.tsv
ENST00000422917.1	ENSG00000235343.3	chr22/ENST00000422917.1_predictions.tsv
ENST00000442403.1	ENSG00000237689.2	chr22/ENST00000442403.1_predictions.tsv
ENST00000609791.1	ENSG00000273442.1	chr22/ENST00000609791.1_predictions.tsv
ENST00000441544.3	ENSG00000235478.7	chr22/ENST00000441544.3_predictions.tsv
ENST00000431923.3	ENSG00000185837.6	chr22/ENST00000431923.3_predictions.tsv
ENST00000428828.1	ENSG00000241832.2	chr22/ENST00000428828.1_predictions.tsv
ENST00000453421.1	ENSG00000231004.2	chr22/ENST00000453421.1_predictions.tsv
ENST00000443935.5	ENSG00000236754.6	chr22/ENST00000443935.5_predictions.tsv
ENST00000600723.2	ENSG00000269220.2	chr22/ENST00000600723.2_predictions.tsv
ENST00000429618.1	ENSG00000235445.1	chr22/ENST00000429618.1_predictions.tsv
ENST00000441167.1	ENSG00000234913.1	chr22/ENST00000441167.1_predictions.tsv
ENST00000443243.3	ENSG00000235295.3	chr22/ENST00000443243.3_predictions.tsv
ENST00000426483.2	ENSG00000225335.4	chr22/ENST00000426483.2_predictions.tsv
ENST00000623543.1	ENSG00000280007.1	chr22/ENST00000623543.1_predictions.tsv
ENST00000434390.1	ENSG00000187979.5	chr22/ENST00000434390.1_predictions.tsv
ENST00000613790.4	ENSG00000274044.6	chr22/ENST00000613790.4_predictions.tsv
ENST00000622906.1	ENSG00000276874.1	chr22/ENST00000622906.1_predictions.tsv
ENST00000614584.1	ENSG00000277017.1	chr22/ENST00000614584.1_predictions.tsv
ENST00000624459.2	ENSG00000277870.6	chr22/ENST00000624459.2_predictions.tsv
ENST00000621762.2	ENSG00000278044.2	chr22/ENST00000621762.2_predictions.tsv
ENST00000342888.3	ENSG00000182824.8	chr22/ENST00000342888.3_predictions.tsv
ENST00000614596.2	ENSG00000276095.3	chr22/ENST00000614596.2_predictions.tsv
ENST00000624224.1	ENSG00000280418.2	chr22/ENST00000624224.1_predictions.tsv
ENST00000609630.2	ENSG00000273032.4	chr22/ENST00000609630.2_predictions.tsv
ENST00000609958.1	ENSG00000273311.1	chr22/ENST00000609958.1_predictions.tsv
ENST00000629517.1	ENSG00000281530.1	chr22/ENST00000629517.1_predictions.tsv
ENST00000456035.1	ENSG00000223461.2	chr22/ENST00000456035.1_predictions.tsv
ENST00000609936.1	ENSG00000272682.2	chr22/ENST00000609936.1_predictions.tsv
ENST00000565162.4	ENSG00000260924.4	chr22/ENST00000565162.4_predictions.tsv
ENST00000431090.2	ENSG00000185065.7	chr22/ENST00000431090.2_predictions.tsv
ENST00000607934.1	ENSG00000273300.1	chr22/ENST00000607934.1_predictions.tsv
ENST00000608816.1	ENSG00000273212.1	chr22/ENST00000608816.1_predictions.tsv
ENST00000629028.1	ENSG00000281548.2	chr22/ENST00000629028.1_predictions.tsv
ENST00000452326.2	ENSG00000225007.2	chr22/ENST00000452326.2_predictions.tsv
ENST00000415503.5	ENSG00000236540.7	chr22/ENST00000415503.5_predictions.tsv
ENST00000600090.1	ENSG00000268292.1	chr22/ENST00000600090.1_predictions.tsv
ENST00000412713.1	ENSG00000243762.1	chr22/ENST00000412713.1_predictions.tsv
ENST00000506039.2	ENSG00000249923.2	chr22/ENST00000506039.2_predictions.tsv
ENST00000609602.3	ENSG00000236499.4	chr22/ENST00000609602.3_predictions.tsv
ENST00000608275.1	ENSG00000273343.1	chr22/ENST00000608275.1_predictions.tsv
ENST00000609632.3	ENSG00000273139.3	chr22/ENST00000609632.3_predictions.tsv
ENST00000420225.1	ENSG00000236003.1	chr22/ENST00000420225.1_predictions.tsv
ENST00000608856.1	ENSG00000272600.1	chr22/ENST00000608856.1_predictions.tsv
ENST00000444039.2	ENSG00000237476.3	chr22/ENST00000444039.2_predictions.tsv
ENST00000610278.2	ENSG00000272829.2	chr22/ENST00000610278.2_predictions.tsv
ENST00000436079.1	ENSG00000230513.5	chr22/ENST00000436079.1_predictions.tsv
ENST00000450652.2	ENSG00000226872.2	chr22/ENST00000450652.2_predictions.tsv
ENST00000420508.2	ENSG00000197210.8	chr22/ENST00000420508.2_predictions.tsv
ENST00000415376.5	ENSG00000215498.10	chr22/ENST00000415376.5_predictions.tsv
ENST00000417463.1	ENSG00000234503.1	chr22/ENST00000417463.1_predictions.tsv
ENST00000447720.5	ENSG00000206142.10	chr22/ENST00000447720.5_predictions.tsv
ENST00000434730.1	ENSG00000237407.1	chr22/ENST00000434730.1_predictions.tsv
ENST00000624642.1	ENSG00000279920.2	chr22/ENST00000624642.1_predictions.tsv
ENST00000609038.1	ENSG00000273342.1	chr22/ENST00000609038.1_predictions.tsv
ENST00000458178.2	ENSG00000224086.7	chr22/ENST00000458178.2_predictions.tsv
ENST00000620649.1	ENSG00000278657.1	chr22/ENST00000620649.1_predictions.tsv
ENST00000624350.1	ENSG00000279278.1	chr22/ENST00000624350.1_predictions.tsv
ENST00000610778.1	ENSG00000274422.1	chr22/ENST00000610778.1_predictions.tsv
ENST00000412149.1	ENSG00000234630.1	chr22/ENST00000412149.1_predictions.tsv
ENST00000407120.1	ENSG00000220891.1	chr22/ENST00000407120.1_predictions.tsv
ENST00000438185.1	ENSG00000223999.1	chr22/ENST00000438185.1_predictions.tsv
ENST00000450776.1	ENSG00000236611.1	chr22/ENST00000450776.1_predictions.tsv
ENST00000449711.2	ENSG00000234928.4	chr22/ENST00000449711.2_predictions.tsv
ENST00000320372.9	ENSG00000178248.12	chr22/ENST00000320372.9_predictions.tsv
ENST00000432249.2	ENSG00000225413.2	chr22/ENST00000432249.2_predictions.tsv
ENST00000626825.1	ENSG00000280623.2	chr22/ENST00000626825.1_predictions.tsv
ENST00000458318.2	ENSG00000224277.5	chr22/ENST00000458318.2_predictions.tsv
ENST00000608615.1	ENSG00000272733.1	chr22/ENST00000608615.1_predictions.tsv
ENST00000422506.5	ENSG00000228315.13	chr22/ENST00000422506.5_predictions.tsv
ENST00000609825.3	ENSG00000272973.3	chr22/ENST00000609825.3_predictions.tsv
ENST00000624923.1	ENSG00000279467.1	chr22/ENST00000624923.1_predictions.tsv
ENST00000406213.1	ENSG00000218537.1	chr22/ENST00000406213.1_predictions.tsv
ENST00000609510.1	ENSG00000273295.1	chr22/ENST00000609510.1_predictions.tsv
ENST00000609736.1	ENSG00000272787.1	chr22/ENST00000609736.1_predictions.tsv
ENST00000444093.1	ENSG00000232545.1	chr22/ENST00000444093.1_predictions.tsv
ENST00000326341.8	ENSG00000178803.13	chr22/ENST00000326341.8_predictions.tsv
ENST00000432032.1	ENSG00000228923.1	chr22/ENST00000432032.1_predictions.tsv
ENST00000438893.2	ENSG00000230947.2	chr22/ENST00000438893.2_predictions.tsv
ENST00000623888.1	ENSG00000279085.1	chr22/ENST00000623888.1_predictions.tsv
ENST00000624101.1	ENSG00000279548.1	chr22/ENST00000624101.1_predictions.tsv
ENST00000623239.1	ENSG00000279006.1	chr22/ENST00000623239.1_predictions.tsv
ENST00000623980.1	ENSG00000279110.1	chr22/ENST00000623980.1_predictions.tsv
ENST00000366110.4	ENSG00000203280.5	chr22/ENST00000366110.4_predictions.tsv
